	0
 1.08520732e-01 1.08533837e-01 1.08540389e-01 1.08579703e-01
 1.08645227e-01 1.08658332e-01 1.08684542e-01 1.08697646e-01
 1.08704199e-01 1.08717304e-01 1.08736961e-01 1.08750066e-01
 1.08907323e-01 1.08920428e-01 1.08926980e-01 1.08946637e-01
 1.08953190e-01 1.08966294e-01 1.08999056e-01 1.09012161e-01
 1.09018714e-01 1.09031818e-01 1.09038371e-01 1.09064580e-01
 1.09077685e-01 1.09090790e-01 1.09123552e-01 1.09149761e-01
 1.09202181e-01 1.09215285e-01 1.09234943e-01 1.09241495e-01
 1.09254600e-01 1.09267705e-01 1.09280809e-01 1.09307019e-01
 1.09320124e-01 1.09326676e-01 1.09346333e-01 1.09352886e-01
 1.09372543e-01 1.09385648e-01 1.09424962e-01 1.09438067e-01
 1.09470829e-01 1.09483934e-01 1.09516695e-01 1.09529800e-01
 1.09575667e-01 1.09601877e-01 1.09608429e-01 1.09628086e-01
 1.09641191e-01 1.09660848e-01 1.09673953e-01 1.09680505e-01
 1.09706715e-01 1.09719820e-01 1.09732924e-01 1.09752582e-01
 1.09772239e-01 1.09785344e-01 1.09791896e-01 1.09805001e-01
 1.09824658e-01 1.09844315e-01 1.09857420e-01 1.09870525e-01
 1.09890182e-01 1.09909839e-01 1.09922944e-01 1.09949153e-01
 1.10001573e-01 1.10014677e-01 1.10027782e-01 1.10040887e-01
 1.10053992e-01 1.10067097e-01 1.10080201e-01 1.10093306e-01
 1.10099858e-01 1.10112963e-01 1.10126068e-01 1.10139173e-01
 1.10158830e-01 1.10171935e-01 1.10224354e-01 1.10237459e-01
 1.10244011e-01 1.10270221e-01 1.10316087e-01 1.10335745e-01
 1.10361954e-01 1.10375059e-01 1.10401269e-01 1.10420926e-01
 1.10427478e-01 1.10440583e-01 1.10499554e-01 1.10512659e-01
 1.10558526e-01 1.10584736e-01 1.10597840e-01 1.10610945e-01
 1.10663364e-01 1.10676469e-01 1.10715783e-01 1.10728888e-01
 1.10741993e-01 1.10781307e-01 1.10807517e-01 1.10820622e-01
 1.10833726e-01 1.10859936e-01 1.10886146e-01 1.10899250e-01
 1.10912355e-01 1.10925460e-01 1.10951670e-01 1.10964774e-01
 1.10971327e-01 1.10984432e-01 1.10990984e-01 1.11004089e-01
 1.11010641e-01 1.11023746e-01 1.11049955e-01 1.11063060e-01
 1.11076165e-01 1.11089270e-01 1.11108927e-01 1.11122032e-01
 1.11141689e-01 1.11148241e-01 1.11161346e-01 1.11174451e-01
 1.11194108e-01 1.11207213e-01 1.11220318e-01 1.11259632e-01
 1.11272737e-01 1.11285842e-01 1.11298946e-01 1.11351366e-01
 1.11364470e-01 1.11390680e-01 1.11403785e-01 1.11423442e-01
 1.11436547e-01 1.11443099e-01 1.11462756e-01 1.11475861e-01
 1.11502071e-01 1.11528280e-01 1.11554490e-01 1.11580699e-01
 1.11587252e-01 1.11600356e-01 1.11606909e-01 1.11626566e-01
 1.11639671e-01 1.11659328e-01 1.11678985e-01 1.11705195e-01
 1.11718300e-01 1.11731404e-01 1.11777271e-01 1.11796928e-01
 1.11823138e-01 1.11836243e-01 1.11842795e-01 1.11862452e-01
 1.11888662e-01 1.11954186e-01 1.11967290e-01 1.11986948e-01
 1.12000052e-01 1.12026262e-01 1.12032814e-01 1.12052472e-01
 1.12065576e-01 1.12091786e-01 1.12117995e-01 1.12137653e-01
 1.12150757e-01 1.12235939e-01 1.12249043e-01 1.12255596e-01
 1.12268701e-01 1.12308015e-01 1.12314567e-01 1.12340777e-01
 1.12360434e-01 1.12373539e-01 1.12386644e-01 1.12393196e-01
 1.12419406e-01 1.12439063e-01 1.12452168e-01 1.12465272e-01
 1.12484929e-01 1.12498034e-01 1.12524244e-01 1.12576663e-01
 1.12596320e-01 1.12615977e-01 1.12629082e-01 1.12668396e-01
 1.12681501e-01 1.12714263e-01 1.12727368e-01 1.12740473e-01
 1.12747025e-01 1.12753578e-01 1.12766682e-01 1.12773235e-01
 1.12786340e-01 1.12792892e-01 1.12812549e-01 1.12851864e-01
 1.12871521e-01 1.12884625e-01 1.12897730e-01 1.12910835e-01
 1.12956702e-01 1.12976359e-01 1.12982911e-01 1.13002569e-01
 1.13015673e-01 1.13022226e-01 1.13035331e-01 1.13054988e-01
 1.13074645e-01 1.13094302e-01 1.13107407e-01 1.13205693e-01
 1.13218798e-01 1.13231902e-01 1.13245007e-01 1.13284321e-01
 1.13303979e-01 1.13343293e-01 1.13362950e-01 1.13389160e-01
 1.13402265e-01 1.13408817e-01 1.13428474e-01 1.13435026e-01
 1.13461236e-01 1.13467788e-01 1.13493998e-01 1.13546417e-01
 1.13572627e-01 1.13598836e-01 1.13611941e-01 1.13618493e-01
 1.13631598e-01 1.13697122e-01 1.13716779e-01 1.13742989e-01
 1.13769199e-01 1.13834722e-01 1.13860932e-01 1.13926456e-01
 1.13952666e-01 1.13978875e-01 1.13991980e-01 1.13998532e-01
 1.14024742e-01 1.14057504e-01 1.14077161e-01 1.14129580e-01
 1.14168894e-01 1.14175447e-01 1.14188552e-01 1.14195104e-01
 1.14208209e-01 1.14214761e-01 1.14227866e-01 1.14240971e-01
 1.14254076e-01 1.14280285e-01 1.14293390e-01 1.14319600e-01
 1.14345809e-01 1.14352361e-01 1.14372019e-01 1.14385123e-01
 1.14411333e-01 1.14424438e-01 1.14437543e-01 1.14457200e-01
 1.14489962e-01 1.14503067e-01 1.14548933e-01 1.14575143e-01
 1.14614457e-01 1.14640667e-01 1.14647219e-01 1.14647219e-01
 1.14653772e-01 1.14666876e-01 1.14686534e-01 1.14699638e-01
 1.14706191e-01 1.14732400e-01 1.14752057e-01 1.14778267e-01
 1.14791372e-01 1.14817581e-01 1.14824134e-01 1.14843791e-01
 1.14850343e-01 1.14863448e-01 1.14883105e-01 1.14896210e-01
 1.14974839e-01 1.15014153e-01 1.15020706e-01 1.15033810e-01
 1.15040363e-01 1.15053468e-01 1.15060020e-01 1.15086229e-01
 1.15105887e-01 1.15118991e-01 1.15164858e-01 1.15191068e-01
 1.15210725e-01 1.15230382e-01 1.15243487e-01 1.15256592e-01
 1.15269696e-01 1.15295906e-01 1.15354878e-01 1.15367982e-01
 1.15394192e-01 1.15407297e-01 1.15426954e-01 1.15446611e-01
 1.15492478e-01 1.15518687e-01 1.15525240e-01 1.15538345e-01
 1.15571107e-01 1.15584211e-01 1.15597316e-01 1.15610421e-01
 1.15643183e-01 1.15656288e-01 1.15675945e-01 1.15728364e-01
 1.15754574e-01 1.15767678e-01 1.15780783e-01 1.15793888e-01
 1.15806993e-01 1.15820097e-01 1.15833202e-01 1.15859412e-01
 1.15898726e-01 1.15911831e-01 1.15931488e-01 1.15951145e-01
 1.15977355e-01 1.16003565e-01 1.16023222e-01 1.16029774e-01
 1.16042879e-01 1.16049431e-01 1.16062536e-01 1.16128060e-01
 1.16141165e-01 1.16200136e-01 1.16213241e-01 1.16226346e-01
 1.16239451e-01 1.16246003e-01 1.16259108e-01 1.16265660e-01
 1.16278765e-01 1.16324632e-01 1.16337737e-01 1.16363946e-01
 1.16377051e-01 1.16390156e-01 1.16403260e-01 1.16429470e-01
 1.16449127e-01 1.16468784e-01 1.16494994e-01 1.16508099e-01
 1.16521204e-01 1.16527756e-01 1.16534308e-01 1.16540861e-01
 1.16553966e-01 1.16560518e-01 1.16573623e-01 1.16593280e-01
 1.16632594e-01 1.16645699e-01 1.16665356e-01 1.16717775e-01
 1.16730880e-01 1.16737433e-01 1.16757090e-01 1.16783299e-01
 1.16789852e-01 1.16816061e-01 1.16855376e-01 1.16868480e-01
 1.16881585e-01 1.16894690e-01 1.16934004e-01 1.16953661e-01
 1.16960214e-01 1.17012633e-01 1.17019185e-01 1.17032290e-01
 1.17051947e-01 1.17058500e-01 1.17071605e-01 1.17078157e-01
 1.17097814e-01 1.17130576e-01 1.17143681e-01 1.17156786e-01
 1.17169890e-01 1.17248519e-01 1.17268176e-01 1.17294386e-01
 1.17307491e-01 1.17379567e-01 1.17392672e-01 1.17405777e-01
 1.17418881e-01 1.17445091e-01 1.17510615e-01 1.17549929e-01
 1.17576139e-01 1.17589244e-01 1.17602348e-01 1.17608901e-01
 1.17635110e-01 1.17654768e-01 1.17700634e-01 1.17713739e-01
 1.17720291e-01 1.17746501e-01 1.17766158e-01 1.17779263e-01
 1.17798920e-01 1.17818577e-01 1.17825130e-01 1.17838235e-01
 1.17844787e-01 1.17870996e-01 1.17923416e-01 1.17936520e-01
 1.17943073e-01 1.17969282e-01 1.17995492e-01 1.18021702e-01
 1.18034806e-01 1.18054463e-01 1.18067568e-01 1.18080673e-01
 1.18087225e-01 1.18100330e-01 1.18133092e-01 1.18146197e-01
 1.18198616e-01 1.18211721e-01 1.18251035e-01 1.18270692e-01
 1.18296902e-01 1.18310007e-01 1.18329664e-01 1.18342769e-01
 1.18349321e-01 1.18362426e-01 1.18368978e-01 1.18395188e-01
 1.18401740e-01 1.18421397e-01 1.18427950e-01 1.18441055e-01
 1.18467264e-01 1.18480369e-01 1.18493474e-01 1.18506579e-01
 1.18526236e-01 1.18545893e-01 1.18572103e-01 1.18578655e-01
 1.18591760e-01 1.18604864e-01 1.18617969e-01 1.18631074e-01
 1.18650731e-01 1.18657284e-01 1.18670388e-01 1.18709703e-01
 1.18735912e-01 1.18742465e-01 1.18755570e-01 1.18762122e-01
 1.18775227e-01 1.18827646e-01 1.18840751e-01 1.18853855e-01
 1.18866960e-01 1.18886617e-01 1.18899722e-01 1.18919379e-01
 1.18945589e-01 1.18952141e-01 1.18965246e-01 1.18978351e-01
 1.18998008e-01 1.19043875e-01 1.19056980e-01 1.19089742e-01
 1.19102846e-01 1.19122504e-01 1.19148713e-01 1.19155266e-01
 1.19168370e-01 1.19174923e-01 1.19214237e-01 1.19240447e-01
 1.19292866e-01 1.19305971e-01 1.19332180e-01 1.19351837e-01
 1.19364942e-01 1.19378047e-01 1.19391152e-01 1.19404256e-01
 1.19430466e-01 1.19463228e-01 1.19482885e-01 1.19502542e-01
 1.19528752e-01 1.19574619e-01 1.19587723e-01 1.19594276e-01
 1.19613933e-01 1.19633590e-01 1.19653247e-01 1.19666352e-01
 1.19679457e-01 1.19686009e-01 1.19712219e-01 1.19718771e-01
 1.19744981e-01 1.19751533e-01 1.19764638e-01 1.19771190e-01
 1.19784295e-01 1.19790848e-01 1.19810505e-01 1.19830162e-01
 1.19856372e-01 1.19869476e-01 1.19882581e-01 1.19895686e-01
 1.19915343e-01 1.19928448e-01 1.19941553e-01 1.19954657e-01
 1.19967762e-01 1.19987419e-01 1.19993972e-01 1.20020181e-01
 1.20033286e-01 1.20039839e-01 1.20066048e-01 1.20105362e-01
 1.20131572e-01 1.20151229e-01 1.20164334e-01 1.20183991e-01
 1.20190544e-01 1.20203648e-01 1.20210201e-01 1.20223306e-01
 1.20236410e-01 1.20249515e-01 1.20262620e-01 1.20288829e-01
 1.20308487e-01 1.20321591e-01 1.20328144e-01 1.20341249e-01
 1.20360906e-01 1.20374011e-01 1.20393668e-01 1.20413325e-01
 1.20426430e-01 1.20439535e-01 1.20478849e-01 1.20485401e-01
 1.20498506e-01 1.20524716e-01 1.20531268e-01 1.20557478e-01
 1.20577135e-01 1.20590240e-01 1.20681973e-01 1.20708183e-01
 1.20734392e-01 1.20740945e-01 1.20760602e-01 1.20767154e-01
 1.20786811e-01 1.20813021e-01 1.20832678e-01 1.20858888e-01
 1.20878545e-01 1.20891650e-01 1.20917859e-01 1.20937516e-01
 1.20963726e-01 1.20976831e-01 1.21042355e-01 1.21062012e-01
 1.21075117e-01 1.21094774e-01 1.21120983e-01 1.21127536e-01
 1.21140641e-01 1.21166850e-01 1.21193060e-01 1.21232374e-01
 1.21271688e-01 1.21291346e-01 1.21297898e-01 1.21337212e-01
 1.21343765e-01 1.21356870e-01 1.21376527e-01 1.21402736e-01
 1.21428946e-01 1.21455155e-01 1.21468260e-01 1.21481365e-01
 1.21507575e-01 1.21520679e-01 1.21527232e-01 1.21540337e-01
 1.21553441e-01 1.21566546e-01 1.21573098e-01 1.21612413e-01
 1.21625518e-01 1.21638622e-01 1.21677937e-01 1.21717251e-01
 1.21723804e-01 1.21750013e-01 1.21756565e-01 1.21769670e-01
 1.21776223e-01 1.21789327e-01 1.21808985e-01 1.21835194e-01
 1.21841747e-01 1.21854851e-01 1.21867956e-01 1.21894166e-01
 1.21900718e-01 1.21913823e-01 1.21933480e-01 1.21972794e-01
 1.22025214e-01 1.22051423e-01 1.22064528e-01 1.22077633e-01
 1.22097290e-01 1.22110395e-01 1.22130052e-01 1.22136604e-01
 1.22169366e-01 1.22175919e-01 1.22189023e-01 1.22208681e-01
 1.22228338e-01 1.22241443e-01 1.22254547e-01 1.22261100e-01
 1.22274205e-01 1.22293862e-01 1.22313519e-01 1.22339728e-01
 1.22352833e-01 1.22392148e-01 1.22405252e-01 1.22424910e-01
 1.22457672e-01 1.22470776e-01 1.22483881e-01 1.22510091e-01
 1.22549405e-01 1.22569062e-01 1.22588719e-01 1.22595272e-01
 1.22608377e-01 1.22647691e-01 1.22673901e-01 1.22700110e-01
 1.22713215e-01 1.22726320e-01 1.22739424e-01 1.22745977e-01
 1.22772186e-01 1.22785291e-01 1.22791844e-01 1.22804948e-01
 1.22811501e-01 1.22824606e-01 1.22831158e-01 1.22844263e-01
 1.22870472e-01 1.22896682e-01 1.22916339e-01 1.22942549e-01
 1.22981863e-01 1.23021177e-01 1.23034282e-01 1.23053939e-01
 1.23093254e-01 1.23112911e-01 1.23165330e-01 1.23178435e-01
 1.23198092e-01 1.23211197e-01 1.23224302e-01 1.23230854e-01
 1.23243959e-01 1.23250511e-01 1.23270168e-01 1.23276721e-01
 1.23289825e-01 1.23302930e-01 1.23329140e-01 1.23355349e-01
 1.23375007e-01 1.23420873e-01 1.23440530e-01 1.23447083e-01
 1.23460188e-01 1.23479845e-01 1.23519159e-01 1.23551921e-01
 1.23565026e-01 1.23571578e-01 1.23584683e-01 1.23591236e-01
 1.23604340e-01 1.23617445e-01 1.23709179e-01 1.23735388e-01
 1.23755045e-01 1.23781255e-01 1.23800912e-01 1.23814017e-01
 1.23827122e-01 1.23879541e-01 1.23892646e-01 1.23905750e-01
 1.23918855e-01 1.23931960e-01 1.23958170e-01 1.23977827e-01
 1.23997484e-01 1.24010589e-01 1.24036798e-01 1.24135084e-01
 1.24174398e-01 1.24180951e-01 1.24194056e-01 1.24207160e-01
 1.24226818e-01 1.24239922e-01 1.24253027e-01 1.24279237e-01
 1.24305446e-01 1.24331656e-01 1.24357865e-01 1.24377523e-01
 1.24384075e-01 1.24410285e-01 1.24423389e-01 1.24449599e-01
 1.24456151e-01 1.24469256e-01 1.24495466e-01 1.24508571e-01
 1.24541332e-01 1.24554437e-01 1.24567542e-01 1.24580647e-01
 1.24593752e-01 1.24619961e-01 1.24646171e-01 1.24659276e-01
 1.24672380e-01 1.24685485e-01 1.24711695e-01 1.24724799e-01
 1.24731352e-01 1.24744457e-01 1.24757561e-01 1.24783771e-01
 1.24809981e-01 1.24823085e-01 1.24842743e-01 1.24855847e-01
 1.24862400e-01 1.24875505e-01 1.24882057e-01 1.24908266e-01
 1.24927924e-01 1.24941028e-01 1.24967238e-01 1.24973790e-01
 1.24993448e-01 1.25006552e-01 1.25013105e-01 1.25052419e-01
 1.25072076e-01 1.25098286e-01 1.25203124e-01 1.25229334e-01
 1.25235886e-01 1.25262096e-01 1.25275201e-01 1.25288305e-01
 1.25294858e-01 1.25307962e-01 1.25327620e-01 1.25340724e-01
 1.25366934e-01 1.25432458e-01 1.25445563e-01 1.25458668e-01
 1.25484877e-01 1.25497982e-01 1.25504534e-01 1.25524191e-01
 1.25556953e-01 1.25570058e-01 1.25583163e-01 1.25609373e-01
 1.25615925e-01 1.25635582e-01 1.25642135e-01 1.25655239e-01
 1.25661792e-01 1.25674896e-01 1.25688001e-01 1.25701106e-01
 1.25720763e-01 1.25733868e-01 1.25766630e-01 1.25786287e-01
 1.25825602e-01 1.25832154e-01 1.25884573e-01 1.25950097e-01
 1.25976307e-01 1.25982859e-01 1.26009069e-01 1.26035278e-01
 1.26041830e-01 1.26054935e-01 1.26074592e-01 1.26094250e-01
 1.26127012e-01 1.26140116e-01 1.26153221e-01 1.26172878e-01
 1.26185983e-01 1.26212193e-01 1.26231850e-01 1.26284269e-01
 1.26297374e-01 1.26310479e-01 1.26323583e-01 1.26343241e-01
 1.26362898e-01 1.26369450e-01 1.26389107e-01 1.26402212e-01
 1.26428422e-01 1.26474288e-01 1.26487393e-01 1.26507050e-01
 1.26513603e-01 1.26526708e-01 1.26533260e-01 1.26559470e-01
 1.26579127e-01 1.26598784e-01 1.26611889e-01 1.26631546e-01
 1.26677413e-01 1.26716727e-01 1.26729832e-01 1.26742937e-01
 1.26775698e-01 1.26815013e-01 1.26828118e-01 1.26847775e-01
 1.26860880e-01 1.26867432e-01 1.26893642e-01 1.26906746e-01
 1.26919851e-01 1.26926404e-01 1.26946061e-01 1.26985375e-01
 1.26998480e-01 1.27011585e-01 1.27024689e-01 1.27044347e-01
 1.27057451e-01 1.27070556e-01 1.27090213e-01 1.27109871e-01
 1.27129528e-01 1.27149185e-01 1.27162290e-01 1.27168842e-01
 1.27181947e-01 1.27201604e-01 1.27240918e-01 1.27260576e-01
 1.27273680e-01 1.27280233e-01 1.27306442e-01 1.27319547e-01
 1.27332652e-01 1.27345757e-01 1.27358861e-01 1.27378519e-01
 1.27417833e-01 1.27430938e-01 1.27470252e-01 1.27509566e-01
 1.27542328e-01 1.27561986e-01 1.27575090e-01 1.27607852e-01
 1.27620957e-01 1.27627510e-01 1.27647167e-01 1.27660272e-01
 1.27673376e-01 1.27686481e-01 1.27712691e-01 1.27719243e-01
 1.27758557e-01 1.27765110e-01 1.27778215e-01 1.27784767e-01
 1.27797872e-01 1.27810977e-01 1.27824081e-01 1.27869948e-01
 1.27883053e-01 1.27902710e-01 1.27909262e-01 1.27928920e-01
 1.27942024e-01 1.27968234e-01 1.27981339e-01 1.27987891e-01
 1.28000996e-01 1.28020653e-01 1.28027206e-01 1.28040310e-01
 1.28046863e-01 1.28059968e-01 1.28066520e-01 1.28079625e-01
 1.28112387e-01 1.28151701e-01 1.28158253e-01 1.28171358e-01
 1.28177911e-01 1.28191015e-01 1.28217225e-01 1.28230330e-01
 1.28243435e-01 1.28256539e-01 1.28276196e-01 1.28289301e-01
 1.28315511e-01 1.28322063e-01 1.28374482e-01 1.28381035e-01
 1.28407244e-01 1.28413797e-01 1.28426902e-01 1.28433454e-01
 1.28459663e-01 1.28479321e-01 1.28492425e-01 1.28512083e-01
 1.28525187e-01 1.28551397e-01 1.28577607e-01 1.28597264e-01
 1.28610369e-01 1.28630026e-01 1.28643130e-01 1.28669340e-01
 1.28682445e-01 1.28702102e-01 1.28708654e-01 1.28734864e-01
 1.28754521e-01 1.28754521e-01 1.28813493e-01 1.28839702e-01
 1.28865912e-01 1.28879017e-01 1.28885569e-01 1.28911779e-01
 1.28924883e-01 1.28944541e-01 1.28970750e-01 1.29003512e-01
 1.29016617e-01 1.29042826e-01 1.29082141e-01 1.29095246e-01
 1.29114903e-01 1.29128008e-01 1.29141112e-01 1.29167322e-01
 1.29180427e-01 1.29206636e-01 1.29219741e-01 1.29239398e-01
 1.29259055e-01 1.29265608e-01 1.29278713e-01 1.29285265e-01
 1.29298370e-01 1.29318027e-01 1.29344237e-01 1.29357341e-01
 1.29383551e-01 1.29396656e-01 1.29416313e-01 1.29442522e-01
 1.29462180e-01 1.29475284e-01 1.29488389e-01 1.29501494e-01
 1.29508046e-01 1.29527704e-01 1.29560465e-01 1.29573570e-01
 1.29586675e-01 1.29599780e-01 1.29625989e-01 1.29639094e-01
 1.29645647e-01 1.29658751e-01 1.29671856e-01 1.29684961e-01
 1.29698066e-01 1.29711171e-01 1.29743932e-01 1.29757037e-01
 1.29789799e-01 1.29802904e-01 1.29816009e-01 1.29829114e-01
 1.29848771e-01 1.29861876e-01 1.29881533e-01 1.29907742e-01
 1.29914295e-01 1.29940504e-01 1.29947057e-01 1.29960161e-01
 1.29966714e-01 1.29992923e-01 1.30006028e-01 1.30019133e-01
 1.30038790e-01 1.30065000e-01 1.30110866e-01 1.30130524e-01
 1.30143628e-01 1.30150181e-01 1.30176390e-01 1.30182943e-01
 1.30209152e-01 1.30222257e-01 1.30235362e-01 1.30261572e-01
 1.30274676e-01 1.30287781e-01 1.30300886e-01 1.30333648e-01
 1.30346753e-01 1.30353305e-01 1.30372962e-01 1.30399172e-01
 1.30412277e-01 1.30425381e-01 1.30458143e-01 1.30484353e-01
 1.30497458e-01 1.30543324e-01 1.30556429e-01 1.30569534e-01
 1.30595744e-01 1.30615401e-01 1.30621953e-01 1.30635058e-01
 1.30654715e-01 1.30667820e-01 1.30707134e-01 1.30726791e-01
 1.30746449e-01 1.30759553e-01 1.30779211e-01 1.30792315e-01
 1.30805420e-01 1.30818525e-01 1.30831630e-01 1.30864392e-01
 1.30870944e-01 1.30884049e-01 1.30890601e-01 1.30903706e-01
 1.30910258e-01 1.30923363e-01 1.30929916e-01 1.30943020e-01
 1.30949573e-01 1.30962678e-01 1.30982335e-01 1.30995440e-01
 1.31001992e-01 1.31015097e-01 1.31021649e-01 1.31047859e-01
 1.31067516e-01 1.31093725e-01 1.31100278e-01 1.31119935e-01
 1.31133040e-01 1.31146145e-01 1.31159249e-01 1.31172354e-01
 1.31178907e-01 1.31205116e-01 1.31224773e-01 1.31244430e-01
 1.31277192e-01 1.31316507e-01 1.31362374e-01 1.31375478e-01
 1.31382031e-01 1.31395136e-01 1.31408240e-01 1.31421345e-01
 1.31441002e-01 1.31460659e-01 1.31467212e-01 1.31480317e-01
 1.31499974e-01 1.31513079e-01 1.31552393e-01 1.31591707e-01
 1.31631022e-01 1.31650679e-01 1.31670336e-01 1.31703098e-01
 1.31716203e-01 1.31729308e-01 1.31742412e-01 1.31814489e-01
 1.31834146e-01 1.31860355e-01 1.31873460e-01 1.31886565e-01
 1.31893117e-01 1.31912775e-01 1.31919327e-01 1.31932432e-01
 1.31945537e-01 1.31965194e-01 1.31991403e-01 1.31997956e-01
 1.32024165e-01 1.32030718e-01 1.32043822e-01 1.32063480e-01
 1.32102794e-01 1.32115899e-01 1.32129004e-01 1.32135556e-01
 1.32155213e-01 1.32168318e-01 1.32187975e-01 1.32201080e-01
 1.32220737e-01 1.32246947e-01 1.32260051e-01 1.32266604e-01
 1.32292813e-01 1.32299366e-01 1.32319023e-01 1.32345232e-01
 1.32358337e-01 1.32384547e-01 1.32391099e-01 1.32404204e-01
 1.32430414e-01 1.32443518e-01 1.32509042e-01 1.32535252e-01
 1.32554909e-01 1.32574566e-01 1.32587671e-01 1.32600776e-01
 1.32607328e-01 1.32620433e-01 1.32646643e-01 1.32666300e-01
 1.32679405e-01 1.32692509e-01 1.32705614e-01 1.32718719e-01
 1.32758033e-01 1.32764586e-01 1.32777690e-01 1.32797348e-01
 1.32810452e-01 1.32830110e-01 1.32856319e-01 1.32862872e-01
 1.32875976e-01 1.32895633e-01 1.32921843e-01 1.32948053e-01
 1.32961157e-01 1.32974262e-01 1.32980815e-01 1.32993919e-01
 1.33000472e-01 1.33013577e-01 1.33039786e-01 1.33065996e-01
 1.33079100e-01 1.33092205e-01 1.33111862e-01 1.33131520e-01
 1.33144624e-01 1.33157729e-01 1.33170834e-01 1.33177386e-01
 1.33203596e-01 1.33229806e-01 1.33242910e-01 1.33249463e-01
 1.33262567e-01 1.33282225e-01 1.33288777e-01 1.33301882e-01
 1.33321539e-01 1.33354301e-01 1.33373958e-01 1.33387063e-01
 1.33406720e-01 1.33419825e-01 1.33426377e-01 1.33439482e-01
 1.33452587e-01 1.33465692e-01 1.33472244e-01 1.33485349e-01
 1.33491901e-01 1.33505006e-01 1.33518111e-01 1.33537768e-01
 1.33550873e-01 1.33577082e-01 1.33603292e-01 1.33636054e-01
 1.33655711e-01 1.33675368e-01 1.33681921e-01 1.33695025e-01
 1.33747445e-01 1.33760549e-01 1.33786759e-01 1.33819521e-01
 1.33845730e-01 1.33852283e-01 1.33865388e-01 1.33885045e-01
 1.33898150e-01 1.33911254e-01 1.33944016e-01 1.33950569e-01
 1.33970226e-01 1.34009540e-01 1.34029197e-01 1.34042302e-01
 1.34055407e-01 1.34061959e-01 1.34081617e-01 1.34088169e-01
 1.34114379e-01 1.34134036e-01 1.34147141e-01 1.34160245e-01
 1.34166798e-01 1.34199560e-01 1.34206112e-01 1.34219217e-01
 1.34225769e-01 1.34238874e-01 1.34245426e-01 1.34271636e-01
 1.34284741e-01 1.34310950e-01 1.34324055e-01 1.34337160e-01
 1.34350265e-01 1.34356817e-01 1.34369922e-01 1.34383027e-01
 1.34402684e-01 1.34422341e-01 1.34441998e-01 1.34455103e-01
 1.34468208e-01 1.34481313e-01 1.34527179e-01 1.34553389e-01
 1.34566494e-01 1.34573046e-01 1.34579598e-01 1.34592703e-01
 1.34618913e-01 1.34632018e-01 1.34645122e-01 1.34658227e-01
 1.34684437e-01 1.34697542e-01 1.34717199e-01 1.34730304e-01
 1.34736856e-01 1.34756513e-01 1.34769618e-01 1.34782723e-01
 1.34802380e-01 1.34828589e-01 1.34854799e-01 1.34861351e-01
 1.34894113e-01 1.34900666e-01 1.34913771e-01 1.34946532e-01
 1.34985847e-01 1.35044818e-01 1.35057923e-01 1.35071028e-01
 1.35077580e-01 1.35097238e-01 1.35123447e-01 1.35143104e-01
 1.35162761e-01 1.35175866e-01 1.35195523e-01 1.35202076e-01
 1.35215181e-01 1.35221733e-01 1.35241390e-01 1.35254495e-01
 1.35267600e-01 1.35280705e-01 1.35293809e-01 1.35320019e-01
 1.35333124e-01 1.35346228e-01 1.35378990e-01 1.35405200e-01
 1.35411752e-01 1.35424857e-01 1.35451067e-01 1.35490381e-01
 1.35496933e-01 1.35510038e-01 1.35536248e-01 1.35549353e-01
 1.35555905e-01 1.35582115e-01 1.35601772e-01 1.35614877e-01
 1.35627981e-01 1.35641086e-01 1.35647639e-01 1.35660743e-01
 1.35667296e-01 1.35693505e-01 1.35713162e-01 1.35732820e-01
 1.35739372e-01 1.35752477e-01 1.35798344e-01 1.35811448e-01
 1.35818001e-01 1.35844210e-01 1.35850763e-01 1.35863867e-01
 1.35876972e-01 1.35896629e-01 1.35909734e-01 1.35922839e-01
 1.35962153e-01 1.35975258e-01 1.35994915e-01 1.36008020e-01
 1.36014573e-01 1.36034230e-01 1.36047334e-01 1.36060439e-01
 1.36073544e-01 1.36080096e-01 1.36093201e-01 1.36099754e-01
 1.36119411e-01 1.36125963e-01 1.36139068e-01 1.36165278e-01
 1.36178382e-01 1.36198040e-01 1.36211144e-01 1.36237354e-01
 1.36243906e-01 1.36270116e-01 1.36289773e-01 1.36296325e-01
 1.36322535e-01 1.36342192e-01 1.36368402e-01 1.36381507e-01
 1.36394611e-01 1.36407716e-01 1.36427373e-01 1.36440478e-01
 1.36466688e-01 1.36492897e-01 1.36512554e-01 1.36532212e-01
 1.36545316e-01 1.36558421e-01 1.36578078e-01 1.36604288e-01
 1.36617393e-01 1.36623945e-01 1.36650155e-01 1.36676364e-01
 1.36696021e-01 1.36702574e-01 1.36715679e-01 1.36761545e-01
 1.36774650e-01 1.36781202e-01 1.36794307e-01 1.36820517e-01
 1.36846726e-01 1.36853279e-01 1.36872936e-01 1.36879488e-01
 1.36899146e-01 1.36925355e-01 1.36931908e-01 1.36958117e-01
 1.37023641e-01 1.37043298e-01 1.37069508e-01 1.37082613e-01
 1.37095717e-01 1.37115375e-01 1.37128479e-01 1.37135032e-01
 1.37174346e-01 1.37194003e-01 1.37207108e-01 1.37213660e-01
 1.37226765e-01 1.37239870e-01 1.37252975e-01 1.37259527e-01
 1.37285737e-01 1.37311946e-01 1.37331604e-01 1.37351261e-01
